"Diplomanti terciarnega izobraževanja po vrsti izobraževanja in obèini stalnega prebivališèa, Slovenija, letno"

"VRSTA IZOBRAŽEVANJA";"OBÈINE";"2009 Število diplomantov";"2010 Število diplomantov";"2011 Število diplomantov";"2012 Število diplomantov";"2013 Število diplomantov";"2014 Število diplomantov";"2015 Število diplomantov";"2016 Število diplomantov";"2017 Število diplomantov";"2018 Število diplomantov";"2019 Število diplomantov";"2020 Število diplomantov"
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Hoèe - Slivnica";5;6;-;4;4;1;2;23;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Hodoš/Hodos";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Horjul";-;2;-;3;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Hrastnik";5;2;-;4;-;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Hrpelje - Kozina";4;1;-;1;-;2;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Idrija";10;5;7;8;4;2;1;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ig";5;3;-;4;3;1;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ilirska Bistrica";9;8;9;6;-;3;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ivanèna Gorica";9;7;-;2;1;3;1;19;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Izola/Isola";13;6;2;8;3;3;2;17;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Jesenice";14;5;-;6;3;3;1;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Jezersko";-;-;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Juršinci";-;-;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kamnik";17;11;11;8;12;3;4;40;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kanal";4;3;-;-;1;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kidrièevo";3;1;-;3;2;1;1;8;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kobarid";-;2;-;2;2;-;1;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kobilje";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Koèevje";7;2;-;2;2;-;2;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Komen";1;4;-;-;1;2;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Komenda";5;2;4;1;2;-;1;16;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Koper/Capodistria";55;27;18;23;9;9;5;69;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kostanjevica na Krki";1;-;-;-;-;1;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kostel";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kozje";-;2;-;1;-;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kranj";53;36;36;30;15;10;13;88;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kranjska Gora";-;2;-;1;2;2;-;8;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Križevci";2;-;-;-;1;1;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Krško";10;4;5;11;7;5;3;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kungota";1;-;2;-;2;-;1;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Kuzma";-;1;-;-;-;-;1;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Laško";7;7;-;4;4;-;-;9;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Lenart";4;4;-;1;3;2;2;12;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Lendava/Lendva";-;5;-;1;1;-;-;12;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Litija";13;8;4;5;3;2;4;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ljubljana";304;213;161;143;113;83;68;775;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ljubno";1;-;-;-;2;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ljutomer";2;5;-;4;5;-;-;8;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Log - Dragomer";4;6;-;2;2;-;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Logatec";12;8;7;3;1;4;4;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Loška dolina";1;3;-;1;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Loški Potok";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Lovrenc na Pohorju";1;-;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Luèe";1;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Lukovica";1;1;-;3;2;-;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Majšperk";-;-;-;-;1;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Makole";-;1;-;1;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Maribor";82;59;40;33;26;15;16;228;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Markovci";-;-;-;2;1;2;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Medvode";18;11;6;5;5;2;6;26;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mengeš";5;3;-;5;2;-;2;10;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Metlika";3;4;-;1;2;-;1;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mežica";2;1;-;-;-;-;2;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Miklavž na Dravskem polju";3;3;5;3;-;2;2;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Miren - Kostanjevica";8;1;-;2;1;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mirna";-;-;-;-;1;-;1;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mirna Peè";2;-;-;2;1;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mislinja";1;4;3;-;-;2;1;8;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mokronog - Trebelno";-;2;-;1;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Moravèe";2;1;-;2;-;3;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Moravske Toplice";1;2;-;1;1;2;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Mozirje";1;1;2;4;-;-;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Murska Sobota";6;9;8;5;2;3;2;35;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Muta";-;3;-;-;-;-;1;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Naklo";2;4;-;6;2;1;-;12;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Nazarje";2;-;-;1;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Nova Gorica";28;17;13;14;7;7;5;32;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Novo mesto";21;22;16;8;12;10;4;47;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Odranci";1;-;-;1;-;1;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Oplotnica";2;-;-;-;-;2;1;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ormož";1;5;4;2;1;1;-;9;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Osilnica";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Pesnica";1;-;-;-;3;2;1;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Piran/Pirano";13;6;13;4;10;-;5;22;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Pivka";4;2;-;1;-;2;2;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Podèetrtek";3;-;-;1;1;-;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Podlehnik";-;-;-;-;-;1;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Podvelka";-;-;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Poljèane";3;1;-;2;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Polzela";3;-;3;2;2;1;-;10;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Postojna";15;4;11;6;5;-;3;23;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Prebold";4;2;-;-;2;2;-;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Preddvor";-;1;-;-;1;-;1;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Prevalje";2;1;-;1;-;2;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ptuj";16;13;7;4;8;3;3;37;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Puconci";1;1;-;-;-;1;-;9;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Raèe - Fram";4;4;-;-;2;2;1;11;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Radeèe";1;2;-;1;3;1;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Radenci";3;-;-;2;-;1;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Radlje ob Dravi";2;4;-;1;1;2;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Radovljica";22;5;9;5;5;1;3;29;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ravne na Koroškem";5;3;-;4;2;2;-;15;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Razkrižje";1;1;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Reèica ob Savinji";2;-;-;1;-;1;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Renèe - Vogrsko";5;4;-;2;-;-;2;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ribnica";3;7;-;2;2;1;1;15;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ribnica na Pohorju";-;-;-;-;-;-;1;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Rogaška Slatina";4;5;-;2;2;-;-;10;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Rogašovci";2;-;-;2;-;-;1;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Rogatec";-;-;-;-;-;-;1;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ruše";6;2;-;5;3;1;-;13;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Selnica ob Dravi";2;1;-;1;-;1;3;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Semiè";2;1;-;1;-;-;1;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sevnica";2;4;4;1;-;-;1;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sežana";6;6;6;7;1;1;1;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Slovenj Gradec";7;5;-;4;1;1;4;30;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Slovenska Bistrica";11;7;4;9;4;5;3;27;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Slovenske Konjice";7;3;-;3;-;1;2;25;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sodražica";-;-;-;3;1;1;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Solèava";-;2;-;-;1;-;1;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Središèe ob Dravi";1;-;-;-;-;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Starše";3;2;-;2;-;1;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Straža";3;1;-;3;-;1;-;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveta Ana";-;1;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveta Trojica v Slov. goricah";-;-;-;-;-;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveti Andraž v Slov. goricah";-;-;-;-;1;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveti Jurij ob Šèavnici";-;-;-;1;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveti Jurij v Slov. goricah";-;-;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Sveti Tomaž";1;1;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šalovci";-;1;-;-;-;1;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šempeter - Vrtojba";8;4;-;4;-;-;1;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šenèur";9;6;-;3;2;4;2;16;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šentilj";5;2;-;2;-;1;1;8;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šentjernej";1;3;-;2;3;-;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šentjur";11;7;-;4;2;5;2;29;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šentrupert";-;3;-;-;1;-;1;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Škocjan";1;-;-;-;-;1;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Škofja Loka";20;18;12;6;5;4;3;37;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Škofljica";9;6;11;5;4;2;1;25;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šmarje pri Jelšah";4;5;-;3;3;1;1;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šmarješke Toplice";-;1;-;1;1;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šmartno ob Paki";2;3;-;-;1;-;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šmartno pri Litiji";4;4;-;4;-;2;1;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Šoštanj";-;2;-;5;2;2;2;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Štore";3;3;-;-;-;-;1;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Tabor";-;1;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Tišina";1;-;-;1;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Tolmin";6;4;9;3;-;2;1;10;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Trbovlje";11;14;-;4;-;3;1;17;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Trebnje";5;8;-;1;1;2;-;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Trnovska vas";-;3;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Trzin";3;-;5;3;4;3;1;13;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Tržiè";11;8;8;3;2;-;1;13;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Turnišèe";1;-;-;-;-;-;1;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Velenje";22;11;21;10;7;7;-;45;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Velika Polana";2;-;-;1;-;1;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Velike Lašèe";2;3;-;1;1;1;2;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Veržej";1;-;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Videm";-;-;-;-;1;1;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vipava";4;1;4;3;4;-;1;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vitanje";-;-;-;-;1;1;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vodice";3;-;-;-;-;2;2;13;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vojnik";4;1;-;1;2;1;-;9;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vransko";-;-;-;1;-;1;1;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vrhnika";23;16;-;7;7;5;1;28;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Vuzenica";2;-;-;1;1;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Zagorje ob Savi";6;8;-;7;3;4;3;24;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Zavrè";1;1;-;-;-;-;-;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Zreèe";3;6;2;1;2;-;-;9;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Žalec";15;11;8;11;4;3;1;21;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Železniki";6;5;-;1;-;1;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Žetale";-;-;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Žiri";3;1;-;4;-;-;2;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Žirovnica";4;-;-;5;1;1;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Žužemberk";-;1;-;-;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Stalno bivališèe neznano ali v tujini";56;44;40;15;9;4;3;40;-;-;-;-
"Doktorsko (prejšnje)";"Ajdovšèina";1;3;10;4;2;-;1;5;-;-;-;-
"Doktorsko (prejšnje)";"Ankaran/Ancarano";-;-;-;-;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Apaèe";-;-;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Beltinci";1;1;-;1;2;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Benedikt";-;-;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Bistrica ob Sotli";-;-;-;1;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Bled";-;1;-;1;3;1;2;1;-;-;-;-
"Doktorsko (prejšnje)";"Bloke";-;-;-;-;1;-;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Bohinj";-;1;1;-;1;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Borovnica";1;-;1;-;2;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Bovec";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Braslovèe";1;1;-;-;2;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Brda";3;1;-;-;2;-;1;-;-;-;-;-
"Doktorsko (prejšnje)";"Brezovica";5;4;1;3;4;5;3;6;-;-;-;-
"Doktorsko (prejšnje)";"Brežice";2;4;1;4;2;2;1;3;-;-;-;-
"Doktorsko (prejšnje)";"Cankova";-;-;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Celje";7;11;16;7;7;6;10;7;-;-;-;-
"Doktorsko (prejšnje)";"Cerklje na Gorenjskem";1;4;2;-;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Cerknica";1;2;1;2;2;4;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Cerkno";1;1;1;1;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Cerkvenjak";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Cirkulane";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Èrenšovci";-;-;-;-;-;1;1;1;-;-;-;-
"Doktorsko (prejšnje)";"Èrna na Koroškem";-;-;-;-;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Èrnomelj";-;-;3;2;2;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Destrnik";-;1;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Divaèa";2;-;1;1;1;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Dobje";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Dobrepolje";-;1;1;1;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Dobrna";1;-;-;-;-;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Dobrova - Polhov Gradec";1;1;3;1;2;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Dobrovnik/Dobronak";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Dol pri Ljubljani";-;1;2;-;2;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Dolenjske Toplice";1;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Domžale";6;4;4;11;7;2;2;6;-;-;-;-
"Doktorsko (prejšnje)";"Dornava";-;-;1;1;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Dravograd";-;-;1;1;-;-;1;1;-;-;-;-
"Doktorsko (prejšnje)";"Duplek";1;-;-;3;2;-;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Gorenja vas - Poljane";1;1;2;3;2;1;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Gorišnica";-;-;1;1;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Gorje";-;2;-;1;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Gornja Radgona";-;2;2;1;-;-;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Gornji Grad";-;-;1;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Gornji Petrovci";1;-;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Grad";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Grosuplje";3;4;3;6;2;4;1;2;-;-;-;-
"Doktorsko (prejšnje)";"Hajdina";1;1;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Hoèe - Slivnica";2;-;3;3;-;2;-;4;-;-;-;-
"Doktorsko (prejšnje)";"Hodoš/Hodos";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Horjul";2;1;-;1;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Hrastnik";-;1;-;-;2;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Hrpelje - Kozina";1;1;-;-;-;-;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Idrija";3;1;4;4;2;2;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Ig";1;2;3;-;3;-;3;2;-;-;-;-
"Doktorsko (prejšnje)";"Ilirska Bistrica";4;4;1;2;-;-;-;2;-;-;-;-
"Doktorsko (prejšnje)";"Ivanèna Gorica";3;3;1;2;1;3;1;3;-;-;-;-
"Doktorsko (prejšnje)";"Izola/Isola";6;2;5;-;3;1;1;2;-;-;-;-
"Doktorsko (prejšnje)";"Jesenice";4;2;3;5;2;2;2;2;-;-;-;-
"Doktorsko (prejšnje)";"Jezersko";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Juršinci";-;-;-;-;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Kamnik";2;6;4;3;13;6;1;5;-;-;-;-
"Doktorsko (prejšnje)";"Kanal";-;-;-;2;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Kidrièevo";-;-;4;-;-;1;-;1;-;-;-;-
"Doktorsko (prejšnje)";"Kobarid";-;-;-;-;1;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Kobilje";-;-;-;-;-;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Koèevje";-;2;2;1;1;-;1;4;-;-;-;-
"Doktorsko (prejšnje)";"Komen";2;1;-;1;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Komenda";-;2;2;-;2;1;2;3;-;-;-;-
"Doktorsko (prejšnje)";"Koper/Capodistria";11;8;6;13;14;5;4;18;-;-;-;-
"Doktorsko (prejšnje)";"Kostanjevica na Krki";-;-;-;-;-;1;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Kostel";-;-;-;1;-;-;-;-;-;-;-;-
"Doktorsko (prejšnje)";"Kozje";1;1;-;-;1;-;-;-;-;-;-;-
