"Diplomanti terciarnega izobraževanja po vrsti izobraževanja in obèini stalnega prebivališèa, Slovenija, letno"

"VRSTA IZOBRAŽEVANJA";"OBÈINE";"2009 Število diplomantov";"2010 Število diplomantov";"2011 Število diplomantov";"2012 Število diplomantov";"2013 Število diplomantov";"2014 Število diplomantov";"2015 Število diplomantov";"2016 Število diplomantov";"2017 Število diplomantov";"2018 Število diplomantov";"2019 Število diplomantov";"2020 Število diplomantov"
"Visokošolsko strokovno (prejšnje)";"Markovci";11;7;4;5;3;5;2;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Medvode";35;34;21;15;9;12;7;48;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mengeš";22;19;5;10;5;5;6;29;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Metlika";24;24;20;11;14;10;5;16;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mežica";6;7;8;7;1;1;3;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Miklavž na Dravskem polju";11;15;6;8;6;5;1;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Miren - Kostanjevica";17;12;6;5;3;3;2;9;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mirna";-;-;-;4;2;-;-;5;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mirna Peè";9;11;7;1;1;2;1;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mislinja";11;10;9;7;-;-;1;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mokronog - Trebelno";8;4;2;3;6;3;2;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Moravèe";14;11;12;11;3;1;2;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Moravske Toplice";10;15;12;2;1;4;1;11;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Mozirje";11;7;7;8;4;3;-;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Murska Sobota";44;49;28;23;13;7;6;32;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Muta";6;3;3;8;1;3;1;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Naklo";10;7;10;8;3;3;5;11;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Nazarje";7;5;5;7;-;2;-;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Nova Gorica";79;70;44;31;18;15;9;74;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Novo mesto";109;85;64;58;28;21;17;85;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Odranci";7;4;2;-;-;-;1;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Oplotnica";12;9;5;7;1;2;3;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ormož";33;19;15;22;12;4;2;30;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Osilnica";2;-;-;-;-;-;-;-;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Pesnica";12;9;3;5;3;3;1;15;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Piran/Pirano";42;29;22;20;10;12;5;46;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Pivka";13;16;4;4;1;3;1;14;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Podèetrtek";9;5;6;7;3;-;3;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Podlehnik";1;3;3;-;2;1;-;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Podvelka";1;2;4;3;2;1;1;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Poljèane";9;9;11;7;3;-;1;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Polzela";11;19;8;15;2;3;1;15;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Postojna";42;36;22;18;15;8;4;36;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Prebold";16;15;10;12;1;6;1;13;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Preddvor";6;4;8;9;3;2;1;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Prevalje";15;13;8;5;7;5;1;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ptuj";52;50;46;26;14;11;7;52;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Puconci";4;11;1;6;6;4;3;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Raèe - Fram";17;12;13;8;5;8;1;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Radeèe";11;8;8;4;4;3;-;12;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Radenci";12;10;17;4;2;-;1;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Radlje ob Dravi";16;9;6;11;7;2;2;12;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Radovljica";54;39;21;18;16;6;5;27;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ravne na Koroškem";25;20;25;22;9;3;1;9;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Razkrižje";-;4;8;2;-;-;-;2;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Reèica ob Savinji";5;9;5;8;2;2;-;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Renèe - Vogrsko";7;12;7;11;1;3;1;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ribnica";45;23;24;11;2;7;6;23;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ribnica na Pohorju";2;2;1;1;1;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Rogaška Slatina";24;32;24;9;7;5;2;22;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Rogašovci";6;7;5;4;1;-;-;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Rogatec";6;6;5;3;1;1;-;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Ruše";8;6;8;7;3;1;3;14;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Selnica ob Dravi";6;12;5;6;3;3;-;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Semiè";8;14;6;8;4;3;3;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sevnica";57;49;34;25;15;6;10;38;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sežana";31;31;21;12;9;8;4;22;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Slovenj Gradec";25;42;34;20;10;2;7;35;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Slovenska Bistrica";66;62;41;32;25;14;18;64;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Slovenske Konjice";44;35;30;22;18;4;6;36;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sodražica";7;5;6;2;4;2;2;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Solèava";-;-;-;-;1;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Središèe ob Dravi";6;5;1;8;1;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Starše";8;8;7;4;1;1;1;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Straža";13;6;13;9;6;-;3;11;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveta Ana";4;6;5;1;2;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveta Trojica v Slov. goricah";6;2;7;2;5;1;-;2;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveti Andraž v Slov. goricah";5;3;-;1;-;1;-;2;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveti Jurij ob Šèavnici";7;7;1;2;4;2;-;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveti Jurij v Slov. goricah";2;4;2;2;1;1;2;2;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Sveti Tomaž";4;5;2;4;3;-;1;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šalovci";-;7;2;-;-;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šempeter - Vrtojba";20;16;11;5;4;3;-;11;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šenèur";21;19;17;9;8;3;3;15;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šentilj";12;11;8;7;2;1;3;14;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šentjernej";32;16;16;9;7;7;5;21;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šentjur";64;49;42;24;13;11;10;44;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šentrupert";6;10;6;3;3;2;-;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Škocjan";11;9;7;4;2;1;1;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Škofja Loka";60;45;36;25;18;17;10;48;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Škofljica";21;17;13;14;3;8;4;27;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šmarje pri Jelšah";25;27;25;11;9;7;6;19;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šmarješke Toplice";13;5;7;2;4;1;2;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šmartno ob Paki";16;15;6;7;6;3;2;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šmartno pri Litiji";9;16;10;7;4;3;3;12;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Šoštanj";15;16;18;19;9;5;2;25;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Štore";10;15;8;4;2;3;1;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Tabor";5;8;3;4;4;1;-;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Tišina";8;11;8;5;3;1;1;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Tolmin";34;35;25;19;17;8;9;28;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Trbovlje";32;50;30;18;9;7;4;30;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Trebnje";51;48;25;19;13;5;4;37;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Trnovska vas";6;5;4;1;-;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Trzin";5;6;1;8;1;2;-;12;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Tržiè";31;25;18;9;8;3;2;19;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Turnišèe";16;7;6;4;2;2;2;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Velenje";105;104;89;45;40;18;19;78;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Velika Polana";-;2;2;4;-;1;-;2;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Velike Lašèe";14;11;9;11;2;2;2;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Veržej";3;2;3;1;2;-;-;1;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Videm";6;11;4;4;4;2;5;10;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vipava";15;7;13;5;3;7;1;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vitanje";5;6;6;7;5;4;-;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vodice";14;10;6;6;1;2;1;11;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vojnik";34;23;13;9;5;1;4;17;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vransko";6;9;1;2;-;-;1;8;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vrhnika";41;25;26;18;14;4;8;41;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Vuzenica";4;2;4;5;-;1;1;4;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Zagorje ob Savi";39;33;23;21;10;10;3;37;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Zavrè";3;2;1;1;-;-;-;3;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Zreèe";18;18;10;12;3;3;1;15;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Žalec";59;46;28;24;17;13;5;34;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Železniki";23;20;16;11;5;5;3;15;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Žetale";1;4;3;4;3;2;1;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Žiri";18;13;5;8;5;3;2;7;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Žirovnica";12;4;12;2;3;2;3;6;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Žužemberk";20;15;4;6;9;2;1;12;-;-;-;-
"Visokošolsko strokovno (prejšnje)";"Stalno bivališèe neznano ali v tujini";22;23;18;18;10;6;3;36;-;-;-;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ajdovšèina";1;11;25;26;34;43;42;34;40;45;31;22
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ankaran/Ancarano";-;-;-;-;-;-;3;4;3;4;3;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Apaèe";-;-;3;7;6;2;15;5;2;4;1;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Beltinci";6;3;6;19;11;23;16;14;22;13;12;17
"Visokošolsko strokovno (1. bolonjska stopnja)";"Benedikt";-;-;-;5;1;6;3;7;1;2;7;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Bistrica ob Sotli";-;2;-;2;4;3;4;2;-;1;3;2
"Visokošolsko strokovno (1. bolonjska stopnja)";"Bled";5;4;6;15;4;11;20;11;14;9;15;11
"Visokošolsko strokovno (1. bolonjska stopnja)";"Bloke";-;4;-;-;6;5;4;2;5;5;8;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Bohinj";-;4;5;5;14;8;6;13;8;8;10;11
"Visokošolsko strokovno (1. bolonjska stopnja)";"Borovnica";-;2;3;9;8;4;6;12;10;12;13;15
"Visokošolsko strokovno (1. bolonjska stopnja)";"Bovec";-;4;6;4;5;6;6;4;8;7;8;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Braslovèe";1;6;3;19;13;6;17;14;13;21;12;13
"Visokošolsko strokovno (1. bolonjska stopnja)";"Brda";2;3;7;7;9;10;16;10;11;14;3;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Brezovica";2;12;11;14;23;24;20;15;31;24;28;21
"Visokošolsko strokovno (1. bolonjska stopnja)";"Brežice";9;25;29;45;53;53;50;27;48;36;34;37
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cankova";1;-;-;1;3;3;2;9;3;6;2;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Celje";8;50;64;69;85;98;121;107;102;96;93;86
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cerklje na Gorenjskem";1;4;7;17;14;21;13;20;17;18;16;15
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cerknica";4;10;8;18;29;22;20;26;26;23;21;28
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cerkno";-;4;5;8;11;7;6;7;15;21;10;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cerkvenjak";2;3;2;4;10;5;4;3;8;10;5;1
"Visokošolsko strokovno (1. bolonjska stopnja)";"Cirkulane";1;-;-;5;1;4;3;3;1;4;3;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Èrenšovci";4;2;2;7;7;8;6;5;7;8;5;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Èrna na Koroškem";1;1;2;7;4;4;10;4;4;5;3;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Èrnomelj";2;9;20;14;17;29;27;33;24;30;19;15
"Visokošolsko strokovno (1. bolonjska stopnja)";"Destrnik";-;2;1;1;3;3;4;2;4;6;7;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Divaèa";-;-;6;6;6;10;7;5;8;9;9;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dobje";-;-;3;2;-;4;2;3;2;1;4;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dobrepolje";1;2;3;2;7;9;7;11;7;7;11;6
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dobrna";-;3;-;1;5;3;10;7;4;5;5;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dobrova - Polhov Gradec";4;3;7;15;13;24;11;20;18;19;25;17
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dobrovnik/Dobronak";-;2;1;2;1;5;3;-;2;2;1;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dol pri Ljubljani";4;7;7;8;15;14;17;6;13;15;7;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dolenjske Toplice";2;5;4;11;5;5;4;11;8;6;11;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Domžale";12;14;29;52;57;67;60;63;84;59;71;56
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dornava";-;1;2;4;6;8;6;1;6;6;5;2
"Visokošolsko strokovno (1. bolonjska stopnja)";"Dravograd";1;5;7;6;13;16;15;21;12;19;22;14
"Visokošolsko strokovno (1. bolonjska stopnja)";"Duplek";2;7;6;10;24;12;18;9;11;13;9;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gorenja vas - Poljane";1;10;8;13;12;19;20;19;23;32;19;19
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gorišnica";-;1;1;7;6;10;13;3;3;8;6;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gorje";2;1;4;8;4;2;8;4;6;4;7;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gornja Radgona";-;10;7;13;11;10;21;10;6;14;12;16
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gornji Grad";-;1;1;6;4;3;3;9;7;7;5;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Gornji Petrovci";-;-;3;1;-;2;5;4;3;1;3;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Grad";-;-;2;1;3;3;4;4;-;4;5;2
"Visokošolsko strokovno (1. bolonjska stopnja)";"Grosuplje";3;17;21;37;34;31;41;39;43;40;45;32
"Visokošolsko strokovno (1. bolonjska stopnja)";"Hajdina";-;4;2;6;5;5;8;5;4;10;5;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Hoèe - Slivnica";7;8;9;19;19;14;14;26;11;18;21;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Hodoš/Hodos";-;-;1;-;-;-;1;-;-;1;-;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Horjul";2;4;4;3;5;4;6;7;4;5;6;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Hrastnik";3;7;12;19;23;18;24;19;12;19;16;14
"Visokošolsko strokovno (1. bolonjska stopnja)";"Hrpelje - Kozina";1;1;1;6;4;6;3;6;9;6;3;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Idrija";2;7;8;14;13;26;24;28;22;16;24;29
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ig";4;2;4;18;14;20;18;15;20;9;14;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ilirska Bistrica";11;15;15;16;27;25;38;33;24;36;32;19
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ivanèna Gorica";7;16;16;31;42;41;46;51;36;46;56;50
"Visokošolsko strokovno (1. bolonjska stopnja)";"Izola/Isola";6;12;15;21;23;26;18;23;26;30;18;26
"Visokošolsko strokovno (1. bolonjska stopnja)";"Jesenice";4;10;15;20;37;37;39;29;27;43;32;38
"Visokošolsko strokovno (1. bolonjska stopnja)";"Jezersko";-;-;1;1;3;1;2;-;1;-;1;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Juršinci";-;-;-;-;2;1;3;6;5;3;2;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kamnik";12;22;20;30;59;53;48;67;61;53;48;45
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kanal";5;2;5;10;6;13;11;8;8;9;6;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kidrièevo";1;6;3;8;21;11;13;17;15;12;12;18
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kobarid";2;2;2;9;11;12;6;11;11;12;7;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kobilje";-;-;-;1;-;1;-;2;1;1;1;2
"Visokošolsko strokovno (1. bolonjska stopnja)";"Koèevje";8;16;31;24;21;19;28;15;27;26;19;20
"Visokošolsko strokovno (1. bolonjska stopnja)";"Komen";-;1;1;3;11;5;5;10;10;8;7;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Komenda";1;3;3;7;9;13;9;12;12;10;11;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Koper/Capodistria";30;32;41;73;52;78;49;58;56;95;63;61
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kostanjevica na Krki";-;3;5;6;4;9;3;8;3;4;3;6
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kostel";-;1;-;-;1;1;-;-;2;-;3;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kozje";-;1;2;3;5;6;7;8;6;6;7;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kranj";16;26;50;70;73;86;81;94;77;85;84;80
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kranjska Gora";-;5;5;8;5;9;13;13;14;14;10;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Križevci";-;-;5;4;3;5;4;5;6;6;9;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Krško";8;19;45;58;45;51;55;43;50;51;49;49
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kungota";-;5;6;4;5;4;5;6;8;6;10;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Kuzma";-;1;1;2;2;2;4;8;1;1;4;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Laško";2;8;12;28;38;26;44;27;30;33;27;18
"Visokošolsko strokovno (1. bolonjska stopnja)";"Lenart";-;2;7;7;10;11;11;15;13;9;11;15
"Visokošolsko strokovno (1. bolonjska stopnja)";"Lendava/Lendva";8;4;4;12;18;12;11;9;11;20;17;14
"Visokošolsko strokovno (1. bolonjska stopnja)";"Litija";2;8;17;24;26;26;32;20;22;26;28;39
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ljubljana";91;148;247;360;333;411;434;389;432;420;392;400
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ljubno";1;-;1;5;4;6;8;7;5;9;8;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ljutomer";4;1;5;13;16;29;21;25;20;23;24;21
"Visokošolsko strokovno (1. bolonjska stopnja)";"Log - Dragomer";4;1;1;3;7;7;6;7;12;7;2;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Logatec";8;12;10;29;13;26;31;19;38;42;32;33
"Visokošolsko strokovno (1. bolonjska stopnja)";"Loška dolina";2;2;1;6;4;4;4;8;9;6;11;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Loški Potok";1;1;2;5;5;4;5;1;9;3;5;6
"Visokošolsko strokovno (1. bolonjska stopnja)";"Lovrenc na Pohorju";2;1;4;1;2;4;6;6;11;4;7;1
"Visokošolsko strokovno (1. bolonjska stopnja)";"Luèe";-;-;1;2;1;4;4;7;-;5;2;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Lukovica";1;6;2;6;5;9;13;18;12;12;10;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Majšperk";-;3;5;5;8;7;2;9;10;9;5;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Makole";1;1;1;4;1;3;5;3;3;7;5;6
"Visokošolsko strokovno (1. bolonjska stopnja)";"Maribor";45;63;75;138;169;138;136;148;130;159;113;133
"Visokošolsko strokovno (1. bolonjska stopnja)";"Markovci";-;3;5;3;10;8;10;17;11;6;5;11
"Visokošolsko strokovno (1. bolonjska stopnja)";"Medvode";4;6;10;24;25;32;31;30;24;34;20;40
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mengeš";2;6;8;18;11;10;16;18;19;14;13;12
"Visokošolsko strokovno (1. bolonjska stopnja)";"Metlika";4;7;9;17;11;12;15;21;15;10;15;17
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mežica";-;3;1;3;10;2;6;6;5;7;3;2
"Visokošolsko strokovno (1. bolonjska stopnja)";"Miklavž na Dravskem polju";2;5;6;8;13;7;14;14;18;10;10;12
"Visokošolsko strokovno (1. bolonjska stopnja)";"Miren - Kostanjevica";-;6;1;6;11;12;5;13;12;7;7;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mirna";-;-;-;9;6;7;5;11;7;6;10;8
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mirna Peè";-;2;2;6;7;8;10;9;6;9;4;12
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mislinja";1;4;6;9;10;11;16;8;13;17;23;14
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mokronog - Trebelno";-;3;2;8;7;10;12;3;8;8;7;9
"Visokošolsko strokovno (1. bolonjska stopnja)";"Moravèe";-;3;3;8;10;11;6;11;11;14;13;18
"Visokošolsko strokovno (1. bolonjska stopnja)";"Moravske Toplice";2;2;4;12;10;5;11;13;12;8;7;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Mozirje";3;2;5;7;9;12;12;7;19;13;7;12
"Visokošolsko strokovno (1. bolonjska stopnja)";"Murska Sobota";10;5;13;39;29;38;34;33;33;29;21;24
"Visokošolsko strokovno (1. bolonjska stopnja)";"Muta";1;2;-;-;8;4;6;4;10;3;4;11
"Visokošolsko strokovno (1. bolonjska stopnja)";"Naklo";3;1;4;3;12;3;18;15;15;7;10;14
"Visokošolsko strokovno (1. bolonjska stopnja)";"Nazarje";2;2;3;4;10;7;1;14;11;7;6;6
"Visokošolsko strokovno (1. bolonjska stopnja)";"Nova Gorica";9;18;23;44;39;39;61;57;56;48;53;51
"Visokošolsko strokovno (1. bolonjska stopnja)";"Novo mesto";12;34;56;53;68;78;80;75;78;58;65;64
"Visokošolsko strokovno (1. bolonjska stopnja)";"Odranci";1;-;2;4;3;4;5;-;5;1;-;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Oplotnica";-;6;4;11;9;10;15;12;14;11;10;11
"Visokošolsko strokovno (1. bolonjska stopnja)";"Ormož";3;2;6;13;18;24;17;29;34;22;34;17
"Visokošolsko strokovno (1. bolonjska stopnja)";"Osilnica";-;-;-;2;-;-;-;1;1;-;-;-
"Visokošolsko strokovno (1. bolonjska stopnja)";"Pesnica";3;5;6;12;10;8;11;12;12;13;3;15
"Visokošolsko strokovno (1. bolonjska stopnja)";"Piran/Pirano";3;5;14;17;16;17;17;31;19;37;19;19
"Visokošolsko strokovno (1. bolonjska stopnja)";"Pivka";1;3;7;8;9;13;16;12;12;18;9;5
"Visokošolsko strokovno (1. bolonjska stopnja)";"Podèetrtek";1;2;5;9;6;6;12;9;7;11;8;7
"Visokošolsko strokovno (1. bolonjska stopnja)";"Podlehnik";1;1;1;3;3;4;5;2;8;2;4;1
"Visokošolsko strokovno (1. bolonjska stopnja)";"Podvelka";1;3;-;3;5;1;7;3;2;5;5;3
"Visokošolsko strokovno (1. bolonjska stopnja)";"Poljèane";2;6;6;13;9;6;4;9;6;5;6;4
"Visokošolsko strokovno (1. bolonjska stopnja)";"Polzela";3;2;6;6;12;11;16;5;15;22;12;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Postojna";1;7;19;17;18;18;26;30;24;35;20;25
"Visokošolsko strokovno (1. bolonjska stopnja)";"Prebold";-;4;5;9;6;11;16;26;8;8;16;10
"Visokošolsko strokovno (1. bolonjska stopnja)";"Preddvor";2;-;3;7;7;3;2;5;7;6;10;2
